basho,id,rank,rikishi,heya,shusshin,birth_date,height,weight,prev,prev_w,prev_l
1983.01,1354,Y1e,Chiyonofuji,Kokonoe,Hokkaido,1955-06-01,182,116,Y1e,14,1
1983.01,4080,Y1w,Kitanoumi,Mihogaseki,Hokkaido,1953-05-16,179,165,Y2eHD,9,3
1983.01,4095,Y2eHD,Wakanohana,Futagoyama,Aomori,1953-04-03,186,133,Y1w,0,0
1983.01,4104,O1e,Takanosato,Futagoyama,Aomori,1952-09-29,181,144,O1e,10,5
1983.01,4112,O1w,Kotokaze,Sadogatake,Mie,1957-04-26,183,163,O1w,10,5
1983.01,4127,O2wHD,Wakashimazu,Futagoyama,Kagoshima,1957-01-12,186.5,121,S1e,12,3
1983.01,1363,S1e,Hokutenyu,Mihogaseki,Hokkaido,1960-08-08,182.5,138,K1w,8,7
1983.01,1379,S1w,Asashio,Takasago,Kochi,1955-12-09,181,181,M1e,9,6
1983.01,4116,K1e,Dewanohana,Dewanoumi,Aomori,1951-05-13,185,124,M1w,9,6
1983.01,4134,K1w,Oyutaka,Tokitsukaze,Niigata,1955-03-29,185.5,156,M9e,11,4
1983.01,4078,M1e,Oshio,Tokitsukaze,Fukuoka,1948-01-04,187,140,M8w,10,5
1983.01,1374,M1w,Kurama,Tokitsukaze,Shiga,1952-12-16,188,132,M5w,8,7
1983.01,4099,M2e,Kirinji,Nishonoseki,Chiba,1953-03-09,182,142,M12e,11,4
1983.01,4126,M2w,Sadanoumi,Dewanoumi,Osaka,1956-07-19,181,131,M6w,8,7
1983.01,1369,M3e,Toryu,Mihogaseki,Hyogo,1958-12-19,179,150,K1e,6,9
1983.01,1356,M3w,Kinoarashi,Oshiogawa,Hokkaido,1961-07-09,184.5,157,M2e,7,8
1983.01,4107,M4e,Kaiki,Tomozuna,Aomori,1952-06-12,182,144,M2w,7,8
1983.01,4102,M4w,Aobajo,Oshiogawa,Miyagi,1948-11-14,180,147,M10e,9,6
1983.01,1353,M5e,Daijuyama,Futagoyama,Niigata,1959-04-08,182,149,S1w,4,11
1983.01,4094,M5w,Onishiki,Dewanoumi,Niigata,1953-09-11,184,145,M10w,8,7
1983.01,1375,M6e,Masudayama,Kasugano,Ishikawa,1951-04-10,186.5,150,M3w,6,9
1983.01,4077,M6w,Fujizakura,Takasago,Yamanashi,1948-02-09,178.5,140,M6e,7,8
1983.01,1338,M7e,Ozutsu,Taiho,Mie,1956-04-18,183,147,M4w,6,9
1983.01,4133,M7w,Saisu,Isegahama,Fukushima,1956-08-16,188,129,M14e,8,7
1983.01,1378,M8e,Hoo,Nishonoseki,Aichi,1956-12-07,178,141,M5e,6,9
1983.01,4117,M8w,Azumanada,Hanakago,Aomori,1956-05-11,186.5,123,M3e,4,11
1983.01,4050,M9e,Takamiyama,Takasago,U.S.A.,1944-06-16,190,204,M4e,4,11
1983.01,1352,M9w,Tagaryu,Kagamiyama,Ibaraki,1958-02-15,176,134,M7e,6,9
1983.01,4132,M10e,Wakanofuji,Kokonoe,Tokyo,1956-03-29,189,143,M7w,6,9
1983.01,4100,M10w,Tochihikari,Kasugano,Miyazaki,1953-02-27,184,139,M9w,7,8
1983.01,1345,M11e,Tamaryu,Kataonami,Nagasaki,1954-07-22,191,117,M8e,6,9
1983.01,1334,M11w,Wakasegawa,Isegahama,Yamagata,1962-07-28,188,143,J1e,9,6
1983.01,4118,M12e,Amanoyama,Tokitsukaze,Saga,1953-12-28,191,176,J3e,10,5
1983.01,4124,M12w,Shishiho,Taiho,Nagasaki,1955-08-14,189.5,122,M11e,7,8
1983.01,1348,M13e,Jingaku,Izutsu,Kagoshima,1959-12-24,187,126,J4e,10,5
1983.01,4131,M13w,Tochitsurugi,Kasugano,Aichi,1955-04-26,171,117,J1w,8,7
1983.01,4122,M14e,Kurosegawa,Isegahama,Tokyo,1951-05-13,184,130,M11w,6,9
1983.01,4103,M14w,Banryuyama,Mihogaseki,Hyogo,1951-05-04,177.5,135,J10w,13,2
1983.01,1342,J1e,Asahifuji,Oshima,Aomori,1960-07-06,188,122,J6w,9,6
1983.01,4091,J1w,Washuyama,Dewanoumi,Okayama,1949-04-02,175,110,J9w,10,5
1983.01,4087,J2e,Wakajishi,Futagoyama,Aomori,1948-05-04,174,127,J9e,9,6
1983.01,1350,J2w,Onokuni,Hanaregoma,Hokkaido,1962-10-09,187,135,J11e,10,5
1983.01,1359,J3e,Koboyama,Kumagatani,Miyagi,1957-08-15,178.5,135,J2e,7,8
1983.01,1380,J3w,Hidanohana,Futagoyama,Gifu,1953-12-13,182,135,M13w,5,10
1983.01,4128,J4e,Kotochitose,Sadogatake,Hokkaido,1957-04-22,181,120,J11w,9,6
1983.01,1332,J4w,Sakahoko,Izutsu,Kagoshima,1961-06-18,181,115,M12w,4,10
1983.01,4322,J5e,Sanofuji,Kagamiyama,Hokkaido,1957-05-27,177,115,J10e,8,7
1983.01,4311,J5w,Hakuryu,Kagamiyama,Yamagata,1954-04-12,174,125,J2w,6,9
1983.01,1347,J6e,Itai,Onaruto,Oita,1956-03-21,176,132,M13e,4,11
1983.01,1385,J6w,Tochiakagi,Kasugano,Gunma,1954-10-31,181.5,131,J5e,7,8
1983.01,4125,J7e,Shinko,Isegahama,Yamagata,1950-01-02,188,134,M14w,3,12
