basho,id,rank,rikishi,heya,shusshin,birth_date,height,weight,prev,prev_w,prev_l
1993.01,1,O1e,Akebono,Azumazeki,U.S.A.,08.05.1969,204,200,O1w,14,1
1993.01,1287,O1w,Konishiki,Takasago,U.S.A.,31.12.1963,187,264,O1e,0,2
1993.01,2,S1e,Takahanada,Fujishima,Tokyo,12.08.1972,186,130,S1w,10,5
1993.01,12,S1w,Kotonishiki,Sadogatake,Gunma,08.06.1968,177,140,K1e,13,2
1993.01,4,S2eHD,Musashimaru,Musashigawa,U.S.A.,02.05.1971,190,177,S1e,9,6
1993.01,1301,S2wHD,Kirishima,Izutsu,Kagoshima,03.04.1959,187,127,O2eHD,1,7
1993.01,45,K1e,Daishoho,Tatsunami,Hokkaido,07.05.1967,188,144,M1e,9,6
1993.01,1302,K1w,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,149,M1w,8,7
1993.01,9,M1e,Akinoshima,Fujishima,Hiroshima,16.03.1967,176,140,S2eHD,7,8
1993.01,44,M1w,Kushimaumi,Dewanoumi,Wakayama,06.08.1965,188,190,M2w,8,7
1993.01,157,M2e,Tomoefuji,Kokonoe,Akita,27.01.1971,192,149,M6w,10,5
1993.01,49,M2w,Misugisato,Futagoyama,Shiga,01.07.1962,185,153,M3e,8,7
1993.01,3,M3e,Wakahanada,Fujishima,Tokyo,20.01.1971,180,126,M4w,9,6
1993.01,1290,M3w,Wakashoyo,Futagoyama,Tokyo,08.03.1966,181,159,M4e,8,7
1993.01,51,M4e,Daizen,Nishonoseki,Osaka,14.12.1964,189,146,M5w,9,6
1993.01,60,M4w,Toyonoumi,Fujishima,Fukuoka,22.09.1965,190,196,M7e,9,6
1993.01,33,M5e,Terao,Izutsu,Kagoshima,02.02.1963,185,115,M2e,7,8
1993.01,18,M5w,Takatoriki,Fujishima,Hyogo,28.09.1967,181,144,K2wHD,5,10
1993.01,23,M6e,Tochinowaka,Kasugano,Wakayama,22.05.1962,191,156,M3w,7,8
1993.01,1295,M6w,Kyokudozan,Oshima,Kagoshima,14.10.1964,183,104,K1w,4,11
1993.01,5,M7e,Takanonami,Fujishima,Aomori,27.10.1971,196,152,M10e,9,6
1993.01,30,M7w,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,184,146,M5e,7,8
1993.01,48,M8e,Oginohana,Dewanoumi,Chiba,18.11.1967,189,146,M9w,8,7
1993.01,14,M8w,Kotonowaka,Sadogatake,Yamagata,15.05.1968,192,163,M6e,7,8
1993.01,1311,M9e,Kototsubaki,Sadogatake,Okinawa,06.12.1960,188,145,M14e,10,4
1993.01,1288,M9w,Kotobeppu,Sadogatake,Oita,17.10.1965,178,148,M14w,10,5
1993.01,53,M10e,Tokitsunada,Tokitsukaze,Tokushima,02.08.1969,188,174,M12e,9,6
1993.01,28,M10w,Mitoizumi,Takasago,Ibaraki,02.09.1962,195,183,S2wHD,1,12
1993.01,1296,M11e,Kasugafuji,Ajigawa,Miyagi,20.02.1966,180,143,M13w,9,6
1993.01,1310,M11w,Kirinishiki,Kagamiyama,Gunma,31.08.1962,188,180,M12w,8,7
1993.01,37,M12e,Kotoinazuma,Sadogatake,Gunma,26.04.1962,181,133,M10w,7,8
1993.01,1309,M12w,Tamakairiki,Kataonami,Tokyo,16.07.1966,183,141,M8e,6,9
1993.01,160,M13e,Tatsuhikari,Tatsunami,Hokkaido,25.10.1969,192,190,M9e,6,9
1993.01,1299,M13w,Kiraiho,Takadagawa,Kanagawa,05.01.1966,188,153,M11w,7,8
1993.01,1294,M14e,Naminohana,Futagoyama,Aomori,19.03.1969,178,130,J1w,10,5
1993.01,1307,M14w,Daishoyama,Tatsunami,Ishikawa,07.07.1966,182,179,M8w,5,10
1993.01,1292,M15e,Kotogaume,Sadogatake,Toyama,05.10.1963,180,160,M13e,7,8
1993.01,1303,M15w,Kotofuji,Sadogatake,Chiba,28.10.1964,192,145,M11e,6,9
1993.01,42,M16e,Mainoumi,Dewanoumi,Aomori,17.02.1968,171.5,97,M7w,4,11
1993.01,1305,M16w,Kyokugozan,Oshima,Chiba,18.09.1968,182,176,J1e,8,7
1993.01,67,J1e,Tochinofuji,Kasugano,Fukuoka,15.11.1969,179,173.5,J2e,9,6
1993.01,1306,J1w,Hitachiryu,Oshiogawa,Ibaraki,19.10.1969,181,127,J3e,8,7
1993.01,1286,J2e,Kenko,Takadagawa,Osaka,27.06.1967,190,125,J3w,8,7
1993.01,15,J2w,Oginishiki,Dewanoumi,Chiba,08.07.1971,185,129,J4w,8,7
1993.01,7,J3e,Kaio,Tomozuna,Fukuoka,24.07.1972,185,133,J5e,8,7
1993.01,26,J3w,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,183.5,132,J5w,8,7
1993.01,11,J4e,Aogiyama,Tokitsukaze,Shiga,18.02.1970,181,142,J4e,0,0
1993.01,1313,J4w,Komafudo,Hanaregoma,Toyama,15.09.1967,182,146,J12e,11,4
1993.01,87,J5e,Wakanoyama,Musashigawa,Wakayama,12.05.1972,180,156,M15e,5,10
1993.01,1315,J5w,Enazakura,Oshiogawa,Gifu,29.07.1960,181,134,J10e,10,5
1993.01,1317,J6e,Hananokuni,Hanaregoma,Osaka,15.10.1959,185,148,M15w,5,10
1993.01,1327,J6w,Yoshinobori,Kumagatani,Fukuoka,19.08.1968,175,123,J9e,8,7
1993.01,52,J7e,Tomonohana,Tatsunami,Kumamoto,23.06.1964,174,100,J13w,10,5
1993.01,1285,J7w,Asahisato,Oshima,Osaka,09.11.1965,187,135,J2w,5,10
1993.01,91,J8e,Hoshiandesu,Michinoku,Argentina,01.06.1968,190.5,159.5,J12w,9,6
1993.01,16,J8w,Minatofuji,Minato,Gunma,06.07.1968,186,149,J11e,8,7
1993.01,1323,J9e,Kumao,Takasago,Saitama,02.10.1965,176,117,J6e,6,9
1993.01,55,J9w,Zenshinyama,Takadagawa,Kanagawa,22.04.1966,181,131,J6w,6,9
1993.01,1319,J10e,Tachihikari,Tomozuna,Chiba,12.09.1963,195,152,J7e,6,9
1993.01,209,J10w,Asanonami,Wakamatsu,Aomori,19.06.1971,186,138,Ms1w,6,1
1993.01,34,J11e,Asanowaka,Wakamatsu,Aichi,11.12.1969,175,135,Ms2w,6,1
1993.01,77,J11w,Yutakafuji,Tokitsukaze,Niigata,14.04.1970,188,177,J8e,6,9
1993.01,1326,J12e,Tsunenoyama,Dewanoumi,Kagoshima,29.01.1963,182,117,J8w,6,9
1993.01,25,J12w,Hamanoshima,Mihogaseki,Kumamoto,21.03.1970,178.5,119,Ms2e,5,2
1993.01,1325,J13e,Wakatosho,Magaki,Chiba,23.10.1968,181,112,J10w,7,8
1993.01,1324,J13w,Terunoumi,Musashigawa,Wakayama,15.09.1967,186,159,Ms4e,4,3
1993.01,21,Ms1e,Asahiyutaka,Oshima,Aichi,10.09.1968,191,122.5,Ms16w,7,0
1993.01,59,Ms1w,Kanesaku,Kitanoumi,Aichi,30.08.1972,184,206.4,Ms4w,4,3
1993.01,1322,Ms2e,Hidenoumi,Mihogaseki,Osaka,20.11.1965,188,229,J9w,5,10
1993.01,36,Ms2w,Ozawa,Wakamatsu,Kanagawa,23.12.1969,185,134,Ms9w,5,2
1993.01,62,Ms3e,Daishi,Oshiogawa,Ibaraki,23.08.1968,181.5,143,Ms10e,5,2
1993.01,82,Ms3w,Tochitenko,Kasugano,Gunma,19.02.1967,181,140,Ms10w,5,2
1993.01,1289,Ms4e,Rikio,Naruto,Nara,20.12.1972,189,129,Ms7e,4,3
1993.01,1341,Ms4w,Seifuriki,Oshiogawa,Aomori,11.03.1967,185,126.5,Ms11e,5,2
1993.01,1329,Ms5e,Daigaku,Tokitsukaze,Shiga,14.04.1965,185,148,J11w,5,10
1993.01,29,Ms5w,Kotonakano,Sadogatake,Chiba,02.03.1972,182.5,115.5,Ms8e,4,3
1993.01,110,Ms6e,Wakakaze,Futagoyama,Aomori,26.06.1971,182,129.5,Ms8w,4,3
1993.01,108,Ms6w,Ominato,Minato,Tokyo,03.10.1968,182.5,124,Ms14e,5,2
