basho,id,rank,rikishi,heya,shusshin,birth_date,height,weight,prev,prev_w,prev_l
2018.01,1123,Y1e,Hakuho,Miyagino,Mongolia,1985-03-11,193,150.7,Y1w,14,1
2018.01,1235,Y1w,Kisenosato,Tagonoura,Ibaraki,1986-07-03,188,177,Y2e,4,6
2018.01,1219,Y2e,Kakuryu,Izutsu,Mongolia,1985-08-10,186,150,Y2w,0,0
2018.01,6468,O1e,Goeido,Sakaigawa,Osaka,1986-04-06,183,158.2,O1e,9,6
2018.01,6480,O1w,Takayasu,Tagonoura,Ibaraki,1990-02-28,187,163,O1w,8,5
2018.01,12210,S1e,Mitakeumi,Dewanoumi,Nagano,1992-12-25,179,149,S1e,9,6
2018.01,5944,S1w,Tamawashi,Kataonami,Mongolia,1984-11-16,190,161,M1e,11,4
2018.01,12191,K1e,Takakeisho,Takanohana,Hyogo,1996-08-05,173,149,M1w,11,4
2018.01,12043,K1w,Onosho,Onomatsu,Aomori,1996-07-04,176,148.5,K1w,8,7
2018.01,12239,M1e,Hokutofuji,Hakkaku,Saitama,1992-07-15,182,158,M3w,11,4
2018.01,12107,M1w,Ichinojo,Minato,Mongolia,1993-04-07,190,183,M4w,10,5
2018.01,5967,M2e,Yoshikaze,Oguruma,Oita,1982-03-19,175,140.3,S1w,6,9
2018.01,1226,M2w,Kotoshogiku,Sadogatake,Fukuoka,1984-01-30,180,177,K1e,6,9
2018.01,11934,M3e,Chiyotairyu,Kokonoe,Tokyo,1988-11-14,182,166.8,M2e,7,8
2018.01,6599,M3w,Tochinoshin,Kasugano,Georgia,1987-10-13,192,162,M6w,9,6
2018.01,12130,M4e,Shodai,Tokitsukaze,Kumamoto,1991-11-05,182,150,M7w,9,6
2018.01,2832,M4w,Arawashi,Minezaki,Mongolia,1986-08-21,184,122,M5w,8,7
2018.01,6463,M5e,Okinoumi,Hakkaku,Shimane,1985-07-29,190,154,M12e,11,4
2018.01,12055,M5w,Endo,Oitekaze,Ishikawa,1990-10-19,183,145.6,M9e,9,6
2018.01,11728,M6e,Takarafuji,Isegahama,Aomori,1987-02-18,186,161.1,M5e,7,8
2018.01,6491,M6w,Ikioi,Isenoumi,Osaka,1986-10-11,194,157,M10w,9,6
2018.01,11785,M7e,Chiyoshoma,Kokonoe,Mongolia,1991-07-20,183,118.2,M6e,7,8
2018.01,6642,M7w,Chiyonokuni,Kokonoe,Mie,1990-07-10,184,143.8,M4e,6,9
2018.01,6473,M8e,Tochiozan,Kasugano,Kochi,1987-03-09,189,154,M2w,4,11
2018.01,6753,M8w,Kaisei,Tomozuna,Brazil,1986-12-18,195,187.8,M10e,8,7
2018.01,6614,M9e,Shohozan,Nishonoseki,Fukuoka,1984-02-09,177,134.5,M3e,3,12
2018.01,7240,M9w,Chiyomaru,Kokonoe,Kagoshima,1991-04-17,178,176.3,M8w,7,8
2018.01,11927,M10e,Terunofuji,Isegahama,Mongolia,1991-11-29,192,158.5,S2e,0,5
