basho,id,rank,rikishi,heya,shusshin,birth_date,height,weight,prev,prev_w,prev_l
1986.01,1354,Y1e,Chiyonofuji,Kokonoe,Hokkaido,1955-06-01,183,122.5,Y1e,14,1
1986.01,4104,Y1w,Takanosato,Futagoyama,Aomori,1952-09-29,181.5,158.5,Y1w,1,4
1986.01,1363,O1e,Hokutenyu,Mihogaseki,Hokkaido,1960-08-08,183,149,O1w,12,3
1986.01,1350,O1w,Onokuni,Hanaregoma,Hokkaido,1962-10-09,189,199,O1e,11,4
1986.01,4136,O2eHD,Kitao,Tatsunami,Mie,1963-08-12,199,151,S1e,12,3
1986.01,1379,O2wHD,Asashio,Takasago,Kochi,1955-12-09,183,181.5,O2eHD,9,6
1986.01,4127,O3eHD,Wakashimazu,Futagoyama,Kagoshima,1957-01-12,188,125,O2wHD,3,12
1986.01,1339,S1e,Hoshi,Kokonoe,Hokkaido,1963-06-22,181,140,S1w,9,6
1986.01,1342,S1w,Asahifuji,Oshima,Aomori,1960-07-06,188,135.5,K1e,8,7
1986.01,4116,K1e,Dewanohana,Dewanoumi,Aomori,1951-05-13,185.5,125,M6e,9,6
1986.01,1287,K1w,Konishiki,Takasago,U.S.A.,1963-12-31,186,230,M9w,11,4
1986.01,1292,M1e,Kotogaume,Sadogatake,Toyama,1963-10-05,178.5,160,K1w,7,8
1986.01,4126,M1w,Sadanoumi,Dewanoumi,Osaka,1956-07-19,182,132,M7w,9,6
1986.01,1338,M2e,Ozutsu,Taiho,Mie,1956-04-18,183,148.5,M8w,9,6
1986.01,1369,M2w,Toryu,Mihogaseki,Hyogo,1958-12-19,180,149,M8e,8,7
1986.01,1348,M3e,Jingaku,Izutsu,Kagoshima,1959-12-24,188,142,M9e,8,7
1986.01,1380,M3w,Hidanohana,Futagoyama,Gifu,1953-12-13,182,135,M13e,10,5
1986.01,1332,M4e,Sakahoko,Izutsu,Kagoshima,1961-06-18,181,130,M1e,6,9
1986.01,4117,M4w,Misugiiso,Hanaregoma,Aomori,1956-05-11,187,121,M10w,8,7
1986.01,4131,M5e,Tochitsurugi,Kasugano,Aichi,1955-04-26,170.5,116,M12w,9,6
1986.01,1352,M5w,Tagaryu,Kagamiyama,Ibaraki,1958-02-15,177,137.5,M11e,8,7
1986.01,1374,M6e,Kurama,Tokitsukaze,Shiga,1952-12-16,188,140.5,M13w,9,6
1986.01,1353,M6w,Daijuyama,Futagoyama,Niigata,1959-04-08,182,159,M11w,8,7
1986.01,33,M7e,Terao,Izutsu,Kagoshima,1963-02-02,185,111,M5w,7,8
1986.01,1345,M7w,Tamaryu,Kataonami,Nagasaki,1954-07-22,191,122,M14e,9,6
1986.01,4099,M8e,Kirinji,Nishonoseki,Chiba,1953-03-09,182,146.5,M2e,5,10
1986.01,1302,M8w,Takamisugi,Futagoyama,Kanagawa,1961-03-01,179,161,M12e,8,7
1986.01,1301,M9e,Kirishima,Izutsu,Kagoshima,1959-04-03,186.5,119,M4w,6,9
1986.01,1376,M9w,Hananoumi,Hanaregoma,Akita,1960-12-06,181,134.5,M3e,5,10
1986.01,1372,M10e,Maenoshin,Takadagawa,Fukuoka,1961-04-17,184,141,M14w,8,7
1986.01,1361,M10w,Daitetsu,Nishonoseki,Fukui,1956-10-29,193,126,M3w,5,10
1986.01,4094,M11e,Onishiki,Dewanoumi,Niigata,1953-09-11,182.5,142.5,M1w,4,11
1986.01,4107,M11w,Kaiki,Tomozuna,Aomori,1952-06-12,182,146.5,M4e,5,10
