basho,id,rank,rikishi,heya,shusshin,birth_date,height,weight,prev,prev_w,prev_l
1991.01,1354,Y1e,Chiyonofuji,Kokonoe,Hokkaido,1955-06-01,183,122,Y2eHD,13,2
1991.01,1342,Y1w,Asahifuji,Oshima,Aomori,1960-07-06,188,143,Y1w,12,3
1991.01,1350,Y2eHD,Onokuni,Hanaregoma,Hokkaido,1962-10-09,189,186,Y2wHD,10,5
1991.01,1339,Y2wHD,Hokutoumi,Kokonoe,Hokkaido,1963-06-22,181,147,Y1e,9,6
1991.01,1301,O1e,Kirishima,Izutsu,Kagoshima,1959-04-03,187,124,O1e,10,5
1991.01,1287,O1w,Konishiki,Takasago,U.S.A.,1963-12-31,187,239,O1w,10,5
1991.01,12,S1e,Kotonishiki,Sadogatake,Gunma,1968-06-08,177,133,S1w,10,5
1991.01,23,S1w,Tochinowaka,Kasugano,Wakayama,1962-05-22,190,151,K1e,8,7
1991.01,9,K1e,Akinoshima,Fujishima,Hiroshima,1967-03-16,176,134,M1e,10,5
1991.01,1302,K1w,Takamisugi,Futagoyama,Kanagawa,1961-03-01,179,146,M6e,9,6
1991.01,49,M1e,Misugisato,Futagoyama,Shiga,1962-07-01,185,144,M9w,10,5
1991.01,1,M1w,Akebono,Azumazeki,U.S.A.,1969-05-08,204,185,M7w,9,6
1991.01,33,M2e,Terao,Izutsu,Kagoshima,1963-02-02,185,110.5,S1e,5,10
1991.01,1307,M2w,Daishoyama,Tatsunami,Ishikawa,1966-07-07,182,166,M8w,9,6
1991.01,1303,M3e,Kotofuji,Sadogatake,Chiba,1964-10-28,192,145,M6w,8,7
1991.01,1348,M3w,Jingaku,Izutsu,Kagoshima,1959-12-24,190,147,M9e,9,6
1991.01,1332,M4e,Sakahoko,Izutsu,Kagoshima,1961-06-18,182,126,K1w,5,10
1991.01,1310,M4w,Kirinishiki,Kagamiyama,Gunma,1962-08-31,187,167,M10e,9,6
1991.01,1296,M5e,Kasugafuji,Ajigawa,Kanagawa,1966-02-20,180,141,M8e,8,7
1991.01,1292,M5w,Kotogaume,Sadogatake,Toyama,1963-10-05,180,176,M4w,7,8
1991.01,44,M6e,Kushimaumi,Dewanoumi,Wakayama,1965-08-06,188,182,M12e,9,6
1991.01,1334,M6w,Wakasegawa,Isegahama,Yamagata,1962-07-28,189,149,M10w,8,7
1991.01,1335,M7e,Takanofuji,Kokonoe,Tokyo,1963-10-09,192,143,M4e,6,9
1991.01,1295,M7w,Kyokudozan,Oshima,Kagoshima,1964-10-14,182,102,M11w,8,7
1991.01,18,M8e,Takatoriki,Fujishima,Fukuoka,1967-09-28,181,131,M2w,5,10
1991.01,1317,M8w,Hananokuni,Hanaregoma,Osaka,1959-10-15,185,145,M3e,5,10
1991.01,37,M9e,Kotoinazuma,Sadogatake,Gunma,1962-04-26,181,130,M5e,6,9
1991.01,2,M9w,Takahanada,Fujishima,Tokyo,1972-08-12,184,110,M12w,8,7
1991.01,3,M10e,Wakahanada,Fujishima,Tokyo,1971-01-20,178,108,M5w,6,9
1991.01,1338,M10w,Ozutsu,Taiho,Mie,1956-04-18,183,137,M2e,4,11
1991.01,28,M11e,Mitoizumi,Takasago,Ibaraki,1962-09-02,194,176,M14e,8,7
1991.01,1353,M11w,Daijuyama,Futagoyama,Niigata,1959-04-08,183,159,M7e,6,9
1991.01,1315,M12e,Enazakura,Oshiogawa,Gifu,1960-07-29,181,135,M1w,3,12
1991.01,1347,M12w,Itai,Onaruto,Oita,1956-03-21,178,139,M3w,3,12
1991.01,1314,M13e,Owakamatsu,Taiho,Saitama,1966-11-17,187,146,J3e,9,6
1991.01,1311,M13w,Kototsubaki,Sadogatake,Okinawa,1960-12-06,188,137,J1w,8,7
1991.01,1352,M14e,Tagaryu,Kagamiyama,Ibaraki,1958-02-15,178,136,J2e,8,7
1991.01,30,M14w,Kitakachidoki,Isenoumi,Hokkaido,1966-01-01,183,132,J3w,8,7
1991.01,1324,M15e,Daikiko,Musashigawa,Wakayama,1967-09-15,184,160,J9w,11,4
1991.01,157,M15w,Tomoefuji,Kokonoe,Akita,1971-01-27,190.5,145,J4e,8,7
1991.01,14,J1e,Kotonowaka,Sadogatake,Yamagata,1968-05-15,191.3,143,M14w,7,8
1991.01,1326,J1w,Tsunenoyama,Dewanoumi,Kagoshima,1963-01-29,182,116,J4w,8,7
1991.01,1333,J2e,Sasshunada,Izutsu,Kagoshima,1957-06-07,183,149,J6w,9,6
1991.01,48,J2w,Oginohana,Dewanoumi,Chiba,1967-11-18,189,132,M11e,5,10
