basho,id,rank,rikishi,heya,shusshin,birth_date,height,weight,prev,prev_w,prev_l
1984.01,1354,Y1e,Chiyonofuji,Kokonoe,Hokkaido,1955-06-01,183,117,Y1w,14,1
1984.01,4104,Y1w,Takanosato,Futagoyama,Aomori,1952-09-29,182,148,Y1e,13,2
1984.01,4080,Y2eHD,Kitanoumi,Mihogaseki,Hokkaido,1953-05-16,179,166,Y2eHD,11,4
1984.01,4127,O1e,Wakashimazu,Futagoyama,Kagoshima,1957-01-12,188,123,O1e,11,4
1984.01,4112,O1w,Kotokaze,Sadogatake,Mie,1957-04-26,184,168,O1w,11,4
1984.01,1363,O2eHD,Hokutenyu,Mihogaseki,Hokkaido,1960-08-08,183,139,O2eHD,11,4
1984.01,1379,O2wHD,Asashio,Takasago,Kochi,1955-12-09,183,183,O2wHD,0,0
1984.01,1350,S1e,Onokuni,Hanaregoma,Hokkaido,1962-10-09,189,156,M3e,10,5
1984.01,1359,S1w,Koboyama,Kumagatani,Miyagi,1957-08-15,179,135,M7w,10,5
1984.01,1339,K1e,Hoshi,Kokonoe,Hokkaido,1963-06-22,180,122,M7e,9,6
1984.01,1375,K1w,Masudayama,Kasugano,Ishikawa,1951-04-10,187,152,M5e,8,7
1984.01,4099,M1e,Kirinji,Nishonoseki,Chiba,1953-03-09,182,142,M10e,10,5
1984.01,1353,M1w,Daijuyama,Futagoyama,Niigata,1959-04-08,181,148,M10w,10,5
1984.01,4102,M2e,Aobajo,Oshiogawa,Miyagi,1948-11-14,181,149,M6e,8,7
1984.01,1369,M2w,Toryu,Mihogaseki,Hyogo,1958-12-19,180,154,M6w,8,7
1984.01,1332,M3e,Sakahoko,Izutsu,Kagoshima,1961-06-18,181,116,M9e,9,6
1984.01,1352,M3w,Tagaryu,Kagamiyama,Ibaraki,1958-02-15,176,134,S1w,5,10
1984.01,1342,M4e,Asahifuji,Oshima,Aomori,1960-07-06,187,138,K1w,6,9
1984.01,1380,M4w,Hidanohana,Futagoyama,Gifu,1953-12-13,182,140,M8e,8,7
1984.01,4134,M5e,Oyutaka,Tokitsukaze,Niigata,1955-03-29,187,160,M8w,8,7
1984.01,4126,M5w,Sadanoumi,Dewanoumi,Osaka,1956-07-19,181,131,K1e,5,10
1984.01,1338,M6e,Ozutsu,Taiho,Mie,1956-04-18,183,147,S1e,4,11
1984.01,4116,M6w,Dewanohana,Dewanoumi,Aomori,1951-05-13,185,125,M5w,7,8
1984.01,1374,M7e,Kurama,Tokitsukaze,Shiga,1952-12-16,188,137,M4w,6,9
1984.01,1347,M7w,Itai,Onaruto,Oita,1956-03-21,176,129,M1w,5,10
1984.01,4050,M8e,Takamiyama,Takasago,U.S.A.,1944-06-16,192,205,M11e,8,5
1984.01,4133,M8w,Saisu,Isegahama,Fukushima,1956-08-16,188,129,M2e,5,10
1984.01,1361,M9e,Daitetsu,Nishonoseki,Fukui,1956-10-29,193,122,M11w,8,7
1984.01,4131,M9w,Tochitsurugi,Kasugano,Aichi,1955-04-26,170,113,M2w,5,10
1984.01,1378,M10e,Hoo,Nishonoseki,Aichi,1956-12-07,180,148,J1w,11,4
1984.01,4077,M10w,Fujizakura,Takasago,Yamanashi,1948-02-09,180,139,M1e,4,11
1984.01,4091,M11e,Washuyama,Dewanoumi,Okayama,1949-04-02,175,111,J1e,10,5
1984.01,4107,M11w,Kaiki,Tomozuna,Aomori,1952-06-12,182,144,M3w,4,11
1984.01,4100,M12e,Tochihikari,Kasugano,Miyazaki,1953-02-27,185,142,M4e,4,11
1984.01,1348,M12w,Jingaku,Izutsu,Kagoshima,1959-12-24,190,129,J4w,11,4
1984.01,1385,M13e,Tochiakagi,Kasugano,Gunma,1954-10-31,181,135,J3e,10,5
1984.01,1302,M13w,Takamisugi,Futagoyama,Kanagawa,1961-03-01,177,160,J3w,10,5
1984.01,1337,M14e,Tochitsukasa,Kasugano,Aichi,1958-04-25,180,132,J2w,9,6
1984.01,4118,J1e,Amanoyama,Tokitsukaze,Saga,1953-12-28,190,179,M9w,5,10
1984.01,4078,J1w,Oshio,Tokitsukaze,Fukuoka,1948-01-04,186,143,M12e,6,9
1984.01,4128,J2e,Kotochitose,Sadogatake,Hokkaido,1957-04-22,182,118,J5w,8,7
1984.01,4132,J2w,Wakanofuji,Kokonoe,Tokyo,1956-03-29,190,143,J7w,9,6
1984.01,1287,J3e,Konishiki,Takasago,U.S.A.,1963-12-31,184,175,J12w,11,4
1984.01,4124,J3w,Shishiho,Taiho,Nagasaki,1955-08-14,190,122,J6e,8,7
1984.01,4117,J4e,Azumanada,Hanakago,Aomori,1956-05-11,187,124,J2e,7,8
1984.01,4137,J4w,Hattori,Isenoumi,Aichi,1960-08-20,191,134,J7e,8,7
1984.01,1301,J5e,Kirishima,Izutsu,Kagoshima,1959-04-03,187,104,J10w,9,6
1984.01,4130,J5w,Hachiya,Kasugano,Gifu,1950-11-16,179,108,J8w,8,7
1984.01,4094,J6e,Onishiki,Dewanoumi,Niigata,1953-09-11,186,145,M13e,4,11
