basho,id,rank,rikishi,heya,shusshin,birth_date,height,weight,prev,prev_w,prev_l
2003.01,4,Y1e,Musashimaru,Musashigawa,U.S.A.,1971-05-02,192,227,Y1e,4,2
2003.01,2,Y1w,Takanohana,Futagoyama,Tokyo,1972-08-12,185,161,Y1w,0,0
2003.01,878,O1e,Asashoryu,Takasago,Mongolia,1980-09-27,183.5,132,O2e,14,1
2003.01,6,O1w,Musoyama,Musashigawa,Ibaraki,1972-02-14,183.5,166,O2w,10,5
2003.01,19,O2e,Tochiazuma,Tamanoi,Tokyo,1976-11-09,180,145,O3e,8,7
2003.01,8,O2w,Chiyotaikai,Kokonoe,Oita,1976-04-29,181.5,155,O1w,6,3
2003.01,7,O3e,Kaio,Tomozuna,Fukuoka,1972-07-24,185,168.5,O1e,2,2
2003.01,71,S1e,Takanowaka,Naruto,Nagasaki,1976-04-02,190,147.5,K1w,11,4
2003.01,876,S1w,Kotomitsuki,Sadogatake,Aichi,1976-04-11,181.5,151.5,S1w,8,7
2003.01,5,K1e,Takanonami,Futagoyama,Aomori,1971-10-27,196.5,163,M1e,10,5
2003.01,39,K1w,Wakanosato,Naruto,Aomori,1976-07-10,184.5,152,S1e,7,8
2003.01,13,M1e,Tosanoumi,Isenoumi,Kochi,1972-02-16,187,154.5,M1w,8,7
2003.01,842,M1w,Miyabiyama,Musashigawa,Ibaraki,1977-07-28,187.5,176.5,M2e,8,7
2003.01,41,M2e,Kyokutenho,Oshima,Mongolia,1974-09-13,191,147,K1e,7,8
2003.01,38,M2w,Toki,Takasago,Chiba,1974-07-04,190,174,M7e,9,6
2003.01,14,M3e,Kotonowaka,Sadogatake,Yamagata,1968-05-15,190.5,180,M9e,10,5
2003.01,31,M3w,Dejima,Musashigawa,Ishikawa,1974-03-21,180.5,163,M10e,10,5
2003.01,89,M4e,Aminishiki,Ajigawa,Aomori,1978-10-03,185,122.5,M8w,9,6
2003.01,50,M4w,Tokitsuumi,Tokitsukaze,Nagasaki,1973-11-08,185,132.5,M7w,8,7
2003.01,40,M5e,Kaiho,Hakkaku,Aomori,1973-04-17,177.5,120.5,M8e,8,7
2003.01,1087,M5w,Iwakiyama,Nakadachi,Aomori,1976-03-02,184.5,162,M11w,10,5
2003.01,135,M6e,Hokutoriki,Hakkaku,Tochigi,1977-10-31,182.5,141.5,M2w,5,10
2003.01,35,M6w,Kyokushuzan,Oshima,Mongolia,1973-03-08,183,146,M5e,7,8
2003.01,87,M7e,Wakanoyama,Musashigawa,Wakayama,1972-05-12,177,160,M9w,8,7
2003.01,1018,M7w,Shimotori,Tokitsukaze,Niigata,1978-03-18,187.5,146.5,M5w,7,8
2003.01,152,M8e,Tamanoshima,Kataonami,Fukushima,1977-09-15,188,149,M3w,5,10
2003.01,29,M8w,Kotoryu,Sadogatake,Hyogo,1972-03-02,183,143,M6w,7,8
2003.01,875,M9e,Takamisakari,Azumazeki,Aomori,1976-05-12,189,134,M4e,5,10
2003.01,9,M9w,Akinoshima,Futagoyama,Hiroshima,1967-03-16,175,150.5,M14e,9,6
2003.01,10,M10e,Tochinonada,Kasugano,Ishikawa,1974-02-26,187,153,M6e,6,9
2003.01,22,M10w,Gojoro,Magaki,Miyagi,1973-08-18,191,153,M4w,4,11
2003.01,96,M11e,Jumonji,Michinoku,Aomori,1976-06-09,185.5,149.5,M13w,8,7
2003.01,107,M11w,Kasuganishiki,Kasugano,Chiba,1975-08-22,187,141,J1w,10,5
2003.01,17,M12e,Tamakasuga,Kataonami,Ehime,1972-01-07,183,151,M3e,2,13
