basho,id,rank,rikishi,heya,shusshin,birth_date,height,weight,prev,prev_w,prev_l
2011.01,1123,Y1e,Hakuho,Miyagino,Mongolia,1985-03-11,192,149,Y1e,14,1
2011.01,7,O1e,Kaio,Tomozuna,Fukuoka,1972-07-24,184,172,O2w,12,3
2011.01,6432,O1w,Baruto,Onoe,Estonia,1984-11-05,198,188,O1w,11,4
2011.01,2830,O2e,Kotooshu,Sadogatake,Bulgaria,1983-02-19,203,153,O1e,8,7
2011.01,1111,O2w,Harumafuji,Isegahama,Mongolia,1984-04-14,185,130,O2e,0,4
2011.01,1235,S1e,Kisenosato,Naruto,Ibaraki,1986-07-03,187,173,M1e,10,5
2011.01,1226,S1w,Kotoshogiku,Sadogatake,Fukuoka,1984-01-30,179,174,M1w,9,6
2011.01,6473,K1e,Tochiozan,Kasugano,Kochi,1987-03-09,189,152,S1e,7,8
2011.01,1219,K1w,Kakuryu,Izutsu,Mongolia,1985-08-10,186,143,S1w,7,8
2011.01,1227,M1e,Toyonoshima,Tokitsukaze,Kochi,1983-06-29,169,141,M9w,14,1
2011.01,89,M1w,Aminishiki,Isegahama,Aomori,1978-10-03,185,148,M2e,8,7
2011.01,6599,M2e,Tochinoshin,Kasugano,Georgia,1987-10-13,191,158,K1w,6,9
2011.01,5967,M2w,Yoshikaze,Oguruma,Oita,1982-03-19,176,140,M5e,8,7
2011.01,6771,M3e,Aran,Mihogaseki,Russia,1984-01-31,187,156,K1e,4,11
2011.01,5944,M3w,Tamawashi,Kataonami,Mongolia,1984-11-16,189,160,M8e,9,6
2011.01,6018,M4e,Homasho,Shikoroyama,Yamaguchi,1981-04-16,186,145,M3e,7,8
2011.01,2930,M4w,Tokusegawa,Kiriyama,Mongolia,1983-08-06,189,158,M6w,8,7
2011.01,6468,M5e,Goeido,Sakaigawa,Osaka,1986-04-06,183,145,M14e,12,3
2011.01,1009,M5w,Asasekiryu,Takasago,Mongolia,1981-08-07,184,146,M2w,6,9
2011.01,41,M6e,Kyokutenho,Oshima,Mongolia,1974-09-13,191,157,M9e,9,6
2011.01,6572,M6w,Gagamaru,Kitanoumi,Georgia,1987-02-23,185,202,M10e,9,6
2011.01,1284,M7e,Takekaze,Oguruma,Akita,1979-06-21,171,150,M4w,6,9
2011.01,7115,M7w,Tosayutaka,Tokitsukaze,Kochi,1985-03-10,179,140,M10w,9,6
2011.01,813,M8e,Kitataiki,Kitanoumi,Tokyo,1982-10-05,184,146,M3w,5,10
2011.01,2818,M8w,Tokitenku,Tokitsukaze,Mongolia,1979-09-10,186,149,M11w,8,7
2011.01,875,M9e,Takamisakari,Azumazeki,Aomori,1976-05-12,188,145,M12e,8,7
2011.01,39,M9w,Wakanosato,Naruto,Aomori,1976-07-10,184,158,M5w,5,10
2011.01,842,M10e,Miyabiyama,Fujishima,Ibaraki,1977-07-28,185,188,M14w,9,6
2011.01,1011,M10w,Hakuba,Michinoku,Mongolia,1983-05-05,187,124,M4e,4,11
2011.01,1141,M11e,Shotenro,Fujishima,Mongolia,1982-01-31,189,154,M16e,9,6
2011.01,1018,M11w,Shimotori,Tokitsukaze,Niigata,1978-03-18,188,144,M8w,6,9
2011.01,1106,M12e,Koryu,Hanakago,Mongolia,1984-02-04,186,153,M15e,8,7
2011.01,1136,M12w,Mokonami,Tatsunami,Mongolia,1984-04-05,187,150,M11e,7,8
2011.01,6463,M13e,Okinoumi,Hakkaku,Shimane,1985-07-29,191,153,M16w,8,7
2011.01,206,M13w,Kotokasuga,Sadogatake,Fukuoka,1977-08-25,182,147,M7e,5,10
2011.01,900,M14e,Wakakoyu,Onomatsu,Chiba,1984-02-24,178,170,J1e,10,5
2011.01,6010,M14w,Kimurayama,Kasugano,Wakayama,1981-07-13,182,177,M7w,5,10
2011.01,1187,M15e,Kokkai,Oitekaze,Georgia,1981-03-10,190,148,M6e,4,11
2011.01,6467,M15w,Toyohibiki,Sakaigawa,Yamaguchi,1984-11-16,184,161,J4w,11,4
2011.01,4980,M16e,Sokokurai,Arashio,China,1984-01-09,185,130,M13e,6,9
2011.01,10,M16w,Tochinonada,Kasugano,Ishikawa,1974-02-26,186,160,M13w,6,9
2011.01,78,M17e,Toyozakura,Michinoku,Hiroshima,1974-03-12,181,134,J2e,9,6
2011.01,6753,J1e,Kaisei,Tomozuna,Brazil,1986-12-18,194,177,J6e,11,4
2011.01,371,J1w,Kyokunankai,Oshima,Kagoshima,1977-12-14,180,142,J5e,10,5
2011.01,865,J2e,Kasugao,Kasugayama,Korea,1977-07-01,183,149,M15w,5,10
2011.01,6767,J2w,Tochinowaka,Kasugano,Hyogo,1988-04-06,194,164,J10e,11,4
2011.01,6480,J3e,Takayasu,Naruto,Ibaraki,1990-02-28,185,148.2,J11e,11,4
2011.01,6620,J3w,Sakaizawa,Onoe,Saitama,1983-04-11,189,149,J9e,10,5
2011.01,864,J4e,Bushuyama,Fujishima,Aomori,1976-05-21,191,174,M12w,3,12
2011.01,2847,J4w,Masatsukasa,Irumagawa,Aomori,1984-06-07,182,143,J5w,8,7
2011.01,11728,J5e,Takarafuji,Isegahama,Aomori,1987-02-18,184,160,J7w,9,6
2011.01,2835,J5w,Shironoryu,Sakaigawa,Mongolia,1983-09-07,180,115,J1w,6,9
2011.01,152,J6e,Tamanoshima,Kataonami,Fukushima,1977-09-15,186,159,J8w,9,6
2011.01,226,J6w,Wakatenro,Magaki,Hokkaido,1977-10-18,184,166,J3w,6,9
2011.01,2879,J7e,Sadanoumi,Sakaigawa,Kumamoto,1987-05-11,183,124,J9w,8,7
2011.01,2842,J7w,Sadanofuji,Sakaigawa,Nagasaki,1984-12-25,190,169,J2w,5,10
2011.01,113,J8e,Asofuji,Isegahama,Aomori,1976-01-17,180,122,J4e,6,9
2011.01,6497,J8w,Daido,Onomatsu,Tokyo,1982-08-21,187,162,J12w,9,6
2011.01,2831,J9e,Hoshikaze,Oguruma,Mongolia,1983-12-15,181,130,J3e,5,10
2011.01,1204,J9w,Kakizoe,Fujishima,Oita,1978-08-12,176,137,J7e,7,8
2011.01,1032,J10e,Hochiyama,Sakaigawa,Aomori,1982-01-18,188,155,J6w,6,9
2011.01,8900,J10w,Akiseyama,Kitanoumi,Aichi,1985-07-18,183,171.4,J13e,8,7
2011.01,6766,J11e,Kiyoseumi,Kitanoumi,Aichi,1984-08-16,183,175.1,Ms1e,4,3
2011.01,296,J11w,Yoshiazuma,Tamanoi,Kumamoto,1977-05-26,198,173.6,Ms4e,5,2
2011.01,135,J12e,Hokutoriki,Hakkaku,Tochigi,1977-10-31,182,150,M17e,0,0
2011.01,1266,J12w,Nionoumi,Kitanoumi,Shiga,1986-12-16,173.5,141.1,Ms4w,5,2
2011.01,898,J13e,Chiyohakuho,Kokonoe,Kumamoto,1983-04-21,181,134.5,J12e,7,8
2011.01,2851,J13w,Fujiazuma,Tamanoi,Tokyo,1987-04-19,180,175.2,Ms5w,5,2
2011.01,1134,J14e,Tsurugidake,Fujishima,Saitama,1979-02-07,181,161.3,J13w,7,8
