basho,id,rank,rikishi,heya,shusshin,birth_date,height,weight,prev,prev_w,prev_l
2010.01,1123,Y1e,Hakuho,Miyagino,Mongolia,1985-03-11,191.5,152.2,Y1w,15,0
2010.01,878,Y1w,Asashoryu,Takasago,Mongolia,1980-09-27,184,148,Y1e,11,4
2010.01,2830,O1e,Kotooshu,Sadogatake,Bulgaria,1983-02-19,203,154.9,O1e,10,5
2010.01,1111,O1w,Harumafuji,Isegahama,Mongolia,1984-04-14,185,126,O2e,9,6
2010.01,876,O2e,Kotomitsuki,Sadogatake,Aichi,1976-04-11,182,156,O1w,8,7
2010.01,7,O2w,Kaio,Tomozuna,Fukuoka,1972-07-24,184,171.3,O2w,8,7
2010.01,6432,S1e,Baruto,Onoe,Estonia,1984-11-05,198,177.9,S1e,9,6
2010.01,8,S1w,Chiyotaikai,Kokonoe,Oita,1976-04-29,181,154.1,O3e,2,9
2010.01,1226,K1e,Kotoshogiku,Sadogatake,Fukuoka,1984-01-30,180,162.8,M2e,10,5
2010.01,1219,K1w,Kakuryu,Izutsu,Mongolia,1985-08-10,187,136.6,S1w,7,8
2010.01,1227,M1e,Toyonoshima,Tokitsukaze,Kochi,1983-06-29,170.5,143.2,M5e,11,4
2010.01,6599,M1w,Tochinoshin,Kasugano,Georgia,1987-10-13,191.5,153.7,M8w,12,3
2010.01,6468,M2e,Goeido,Sakaigawa,Osaka,1986-04-06,182,148.5,K1w,7,8
2010.01,842,M2w,Miyabiyama,Musashigawa,Ibaraki,1977-07-28,187,183,M9w,12,3
2010.01,135,M3e,Hokutoriki,Hakkaku,Tochigi,1977-10-31,182,150.8,M4e,8,7
2010.01,1235,M3w,Kisenosato,Naruto,Ibaraki,1986-07-03,188,171.2,K1e,6,9
2010.01,1204,M4e,Kakizoe,Musashigawa,Oita,1978-08-12,177,137.8,M5w,8,7
2010.01,1284,M4w,Takekaze,Oguruma,Akita,1979-06-21,171,142,M1e,6,9
2010.01,5967,M5e,Yoshikaze,Oguruma,Oita,1982-03-19,178,134.8,M9e,10,5
2010.01,41,M5w,Kyokutenho,Oshima,Mongolia,1974-09-13,191.5,158.2,M6w,8,7
2010.01,864,M6e,Bushuyama,Musashigawa,Aomori,1976-05-21,191,170.3,M3w,6,9
2010.01,89,M6w,Aminishiki,Isegahama,Aomori,1978-10-03,185,143.6,M1w,5,10
2010.01,5944,M7e,Tamawashi,Kataonami,Mongolia,1984-11-16,190,155.4,M11e,10,5
2010.01,39,M7w,Wakanosato,Naruto,Aomori,1976-07-10,185,163.3,M6e,7,8
