basho,id,rank,rikishi,heya,shusshin,birth_date,height,weight,prev,prev_w,prev_l
1987.01,1354,Y1e,Chiyonofuji,Kokonoe,Hokkaido,1955-06-01,183,125,Y1e,13,2
1987.01,4136,Y1w,Futahaguro,Tatsunami,Mie,1963-08-12,199,151,Y1w,12,3
1987.01,1350,O1e,Onokuni,Hanaregoma,Hokkaido,1962-10-09,189,199,O2eHD,10,5
1987.01,1363,O1w,Hokutenyu,Mihogaseki,Hokkaido,1960-08-08,183,149,O3eHD,9,6
1987.01,1339,O2eHD,Hokutoumi,Kokonoe,Hokkaido,1963-06-22,181,140,O1e,8,7
1987.01,1379,O2wHD,Asashio,Takasago,Kochi,1955-12-09,183,181.5,O1w,8,7
1987.01,4127,O3eHD,Wakashimazu,Futagoyama,Kagoshima,1957-01-12,188,125,O2wHD,8,7
1987.01,1287,S1e,Konishiki,Takasago,U.S.A.,1963-12-31,186,230,S1w,10,5
1987.01,1301,S1w,Kirishima,Izutsu,Kagoshima,1959-04-03,186.5,119,M7e,12,3
1987.01,4116,K1e,Dewanohana,Dewanoumi,Aomori,1951-05-13,185.5,125,M5w,10,5
1987.01,1337,K1w,Tochitsukasa,Kasugano,Aichi,1958-04-25,180,142,M4e,8,7
1987.01,1342,M1e,Asahifuji,Oshima,Aomori,1960-07-06,188,135.5,K1w,7,8
1987.01,1292,M1w,Kotogaume,Sadogatake,Toyama,1963-10-05,178.5,160,S1e,6,9
1987.01,4099,M2e,Kirinji,Nishonoseki,Chiba,1953-03-09,182,146.5,M10e,10,5
1987.01,1332,M2w,Sakahoko,Izutsu,Kagoshima,1961-06-18,181,130,K1e,5,10
1987.01,1338,M3e,Ozutsu,Taiho,Mie,1956-04-18,183,148.5,M8e,8,7
1987.01,1369,M3w,Toryu,Mihogaseki,Hyogo,1958-12-19,180,149,M8w,8,7
1987.01,1364,M4e,Masurao,Oshiogawa,Fukuoka,1961-06-27,188,116,M13w,11,4
1987.01,33,M4w,Terao,Izutsu,Kagoshima,1963-02-02,185,111,M1e,6,9
1987.01,1348,M5e,Jingaku,Izutsu,Kagoshima,1959-12-24,188,142,M9e,8,7
1987.01,1335,M5w,Takanofuji,Kokonoe,Tokyo,1963-10-09,191,135,M9w,8,7
1987.01,1361,M6e,Daitetsu,Nishonoseki,Fukui,1956-10-29,193,126,M1w,5,10
1987.01,1310,M6w,Kirinishiki,Kagamiyama,Gunma,1962-08-31,186,160,M12e,9,6
1987.01,1376,M7e,Hananoumi,Hanaregoma,Akita,1960-12-06,181,134.5,M5e,7,8
1987.01,28,M7w,Mitoizumi,Takasago,Ibaraki,1962-09-02,192,170.5,M7w,0,0
1987.01,1353,M8e,Daijuyama,Futagoyama,Niigata,1959-04-08,182,159,M2e,5,10
1987.01,4131,M8w,Tochitsurugi,Kasugano,Aichi,1955-04-26,170.5,116,M10w,8,7
1987.01,1345,M9e,Tamaryu,Kataonami,Nagasaki,1954-07-22,191,122,M2w,5,10
1987.01,1359,M9w,Koboyama,Kumagatani,Miyagi,1957-08-15,179,147,M13e,8,7
1987.01,4139,M10e,Koryu,Miyagino,Tokushima,1961-09-12,174,120,M4w,6,9
1987.01,1347,M10w,Itai,Onaruto,Oita,1956-03-21,176,135,M3e,5,10
1987.01,1333,M11e,Sasshunada,Izutsu,Kagoshima,1957-06-07,182,150,M6e,6,9
1987.01,1352,M11w,Tagaryu,Kagamiyama,Ibaraki,1958-02-15,177,137.5,M6w,6,9
1987.01,23,M12e,Tochinowaka,Kasugano,Wakayama,1962-05-22,190,134,J3w,10,5
1987.01,4126,M12w,Sadanoumi,Dewanoumi,Osaka,1956-07-19,182,132,M3w,3,12
1987.01,1374,M13e,Kurama,Tokitsukaze,Shiga,1952-12-16,188,140.5,J1e,8,7
1987.01,1372,M13w,Maenoshin,Takadagawa,Fukuoka,1961-04-17,184,141,J1w,8,7
1987.01,4140,M14e,Chikubayama,Miyagino,Fukuoka,1957-08-21,176,121,J4w,10,5
