basho,id,rank,rikishi,heya,shusshin,birth_date,height,weight,prev,prev_w,prev_l
1985.01,1354,Y1e,Chiyonofuji,Kokonoe,Hokkaido,1955-06-01,183,121,Y1w,14,1
1985.01,4080,Y1w,Kitanoumi,Mihogaseki,Hokkaido,1953-05-16,179,170,Y2eHD,3,4
1985.01,4104,Y2eHD,Takanosato,Futagoyama,Aomori,1952-09-29,181.5,152,Y1e,0,3
1985.01,4127,O1e,Wakashimazu,Futagoyama,Kagoshima,1957-01-12,188,122,O1e,11,4
1985.01,1379,O1w,Asashio,Takasago,Kochi,1955-12-09,183,183,O1w,10,5
1985.01,4112,O2eHD,Kotokaze,Sadogatake,Mie,1957-04-26,183.5,169,O2eHD,10,5
1985.01,1363,O2wHD,Hokutenyu,Mihogaseki,Hokkaido,1960-08-08,183,145,O2wHD,8,7
1985.01,1350,S1e,Onokuni,Hanaregoma,Hokkaido,1962-10-09,189,173,S1e,8,7
1985.01,1339,S1w,Hoshi,Kokonoe,Hokkaido,1963-06-22,181,137,M1e,9,6
1985.01,1342,K1e,Asahifuji,Oshima,Aomori,1960-07-06,188,132,M5e,11,4
1985.01,4136,K1w,Kitao,Tatsunami,Mie,1963-08-12,198.5,143,M3w,8,7
1985.01,1352,M1e,Tagaryu,Kagamiyama,Ibaraki,1958-02-15,177,137,K1w,6,9
1985.01,1287,M1w,Konishiki,Takasago,U.S.A.,1963-12-31,187,210,S1w,5,6
1985.01,1338,M2e,Ozutsu,Taiho,Mie,1956-04-18,183,146,K1e,5,10
1985.01,4126,M2w,Sadanoumi,Dewanoumi,Osaka,1956-07-19,182,131,M8w,9,6
1985.01,4102,M3e,Aobajo,Oshiogawa,Miyagi,1948-11-14,181,147,M11w,10,5
1985.01,1361,M3w,Daitetsu,Nishonoseki,Fukui,1956-10-29,193,125,M7w,8,7
1985.01,1359,M4e,Koboyama,Kumagatani,Miyagi,1957-08-15,179,147,M10w,9,6
1985.01,1347,M4w,Itai,Onaruto,Oita,1956-03-21,176,132,M8e,8,7
1985.01,1353,M5e,Daijuyama,Futagoyama,Niigata,1959-04-08,181,160,M9e,8,7
1985.01,1301,M5w,Kirishima,Izutsu,Kagoshima,1959-04-03,186.5,117,M9w,8,7
1985.01,1374,M6e,Kurama,Tokitsukaze,Shiga,1952-12-16,188,140,M2e,6,9
1985.01,1348,M6w,Jingaku,Izutsu,Kagoshima,1959-12-24,190,131,M10e,8,7
1985.01,1378,M7e,Hoo,Nishonoseki,Aichi,1956-12-07,180,148,M11e,8,7
1985.01,4107,M7w,Kaiki,Tomozuna,Aomori,1952-06-12,182,142,M6e,7,8
1985.01,1332,M8e,Sakahoko,Izutsu,Kagoshima,1961-06-18,181,120,M4e,6,9
1985.01,1369,M8w,Toryu,Mihogaseki,Hyogo,1958-12-19,180,153,M4w,6,9
1985.01,4099,M9e,Kirinji,Nishonoseki,Chiba,1953-03-09,182,145,M12w,8,7
1985.01,4116,M9w,Dewanohana,Dewanoumi,Aomori,1951-05-13,185.5,122,M1w,4,11
1985.01,28,M10e,Mitoizumi,Takasago,Ibaraki,1962-09-02,192,151,M13e,8,7
1985.01,1375,M10w,Masudayama,Kasugano,Ishikawa,1951-04-10,187,152,M5w,6,9
1985.01,1302,M11e,Takamisugi,Futagoyama,Kanagawa,1961-03-01,179,150,M13w,8,7
1985.01,4130,M11w,Hachiya,Kasugano,Gifu,1950-11-16,180,108,M6w,6,9
1985.01,4131,M12e,Tochitsurugi,Kasugano,Aichi,1955-04-26,170,109,M7e,6,9
1985.01,4094,M12w,Onishiki,Dewanoumi,Niigata,1953-09-11,185.5,141,M2w,3,12
1985.01,1380,M13e,Hidanohana,Futagoyama,Gifu,1953-12-13,181.5,137,M3e,3,12
1985.01,4100,M13w,Tochihikari,Kasugano,Miyazaki,1953-02-27,185,139,J2w,9,6
1985.01,1376,J1e,Hananoumi,Hanakago,Akita,1960-12-06,180,131,J7w,11,4
1985.01,4137,J1w,Hattori,Isenoumi,Aichi,1960-08-20,192,138,J3e,8,7
1985.01,1385,J2e,Tochiakagi,Kasugano,Gunma,1954-10-31,182,126,M12e,6,9
1985.01,1372,J2w,Maenoshin,Takadagawa,Fukuoka,1961-04-17,184,130,J4w,8,7
1985.01,1292,J3e,Kotogaume,Sadogatake,Toyama,1963-10-05,177.5,151,J7e,10,5
1985.01,4078,J3w,Oshio,Tokitsukaze,Fukuoka,1948-01-04,187,144,J9e,11,4
1985.01,4138,J4e,Tochimatoi,Kasugano,Kanagawa,1959-01-30,178.4,163,J6e,9,6
1985.01,1337,J4w,Tochitsukasa,Kasugano,Aichi,1958-04-25,180,144,J5e,8,7
1985.01,4128,J5e,Kotochitose,Sadogatake,Hokkaido,1957-04-22,181.5,123,J10w,11,4
1985.01,1333,J5w,Sasshunada,Izutsu,Kagoshima,1957-06-07,182.5,127,J6w,9,6
1985.01,1334,J6e,Wakasegawa,Isegahama,Yamagata,1962-07-28,189,137,M14e,6,9
1985.01,4124,J6w,Shishiho,Taiho,Nagasaki,1955-08-14,190,122,J8e,8,7
1985.01,4091,J7e,Washuyama,Dewanoumi,Okayama,1949-04-02,175,110,J1e,6,9
1985.01,33,J7w,Terao,Izutsu,Kagoshima,1963-02-02,185,103.5,J8w,8,7
1985.01,4134,J8e,Oyutaka,Tokitsukaze,Niigata,1955-03-29,187,165,J2e,6,9
1985.01,4133,J8w,Takarakuni,Isegahama,Fukushima,1956-08-16,188.5,134,J9w,8,7
1985.01,4140,J9e,Chikubayama,Miyagino,Fukuoka,1957-08-21,176,118,J4e,5,10
1985.01,4077,J9w,Fujizakura,Takasago,Yamanashi,1948-02-09,179.5,137,J3w,4,7
